EmployeeID,Department,JobRole,JobLevel,ManagerID,LocationType,Age,Gender,EducationLevel,YearsAtCompany,YearsSinceLastPromotion,PerformanceRating,HistoricalRatingAvg,CalibrationAdjustedFlag,SelfRating,PeerAvgRating,SubordinateAvgRating,Overall360Score,SelfOtherGap,Leadership360,Collaboration360,OKRCompletionPct,NumOKRsAssigned,WeightedGoalAttainment,EngagementScore,JobSatisfaction,WorkLifeBalanceRating,BurnoutRisk,TrainingHoursLastYear,OvertimeHoursMonthly,AbsenteeismDays,AvgMonthlyHours,ProjectsHandled,PercentSalaryHikeLast,BonusPayoutPct,HighPotentialFlag,PIPHistoryFlag,HighPerformer,PerformanceTrend,SelfOtherGapBucket,OKREfficiencyScore,Rating360Variance,WorkloadRatio,WorkloadZone,TenureBucket,PromotionLagFlag,BurnoutWorkloadIndex,TrainingEfficiency,LeadershipGap,PromotionReadinessScore,ReadinessCategory,EngagementPerfAlignment,EngagementPerfQuadrant,ReportMonth
EMP00282,Finance,Accountant,IC3,MGR0146,Remote,32,Female,Master's,1.0,0.7,2.4,2.17,0,3.37,2.01,3.78,2.46,1.36,1.51,1.18,89.1,5,95.4,46.2,2.1,2.84,Medium,19,16.2,0,180,8,4.0,0.74,0,0,0,0.33,Significant Inflation,17.98,0.927,1.029,Optimal,0-1yr,0,0.385,0.0174,-0.95,0.376,Development Needed,0.143,Needs Support (Low Eng + Low Perf),2024-10
EMP00283,Operations,Supply Chain Specialist,IC3,MGR0171,Hybrid,26,Non-Binary,Master's,9.3,7.3,3.0,3.13,0,3.33,2.57,3.78,3.06,0.76,2.58,2.33,66.6,6,63.3,34.7,2.55,3.78,Medium,3,21.1,0,180,3,3.5,0.35,0,0,0,-0.13,Slight Inflation,11.23,0.612,1.029,Optimal,7+yr,0,0.385,-0.0433,-0.48,0.531,Ready in 12 Months,0.128,Flight Risk (Low Eng + High Perf),2024-10
EMP00284,Product,Product Manager,IC3,MGR0078,Hybrid,35,Female,Master's,0.5,0.4,4.0,3.87,0,3.93,4.01,3.78,3.95,-0.08,3.33,3.13,83.5,5,78.8,45.4,4.5,2.25,Medium,25,18.3,1,167,6,8.0,0.8,0,0,1,0.13,Aligned,16.18,0.117,0.954,Optimal,0-1yr,0,0.36,0.0052,-0.62,0.532,Ready in 12 Months,0.32,Flight Risk (Low Eng + High Perf),2024-10
EMP00285,Sales,Sales Development Rep,IC2,MGR0168,Hybrid,47,Non-Binary,Master's,9.3,7.0,2.0,2.22,0,2.62,1.88,3.78,1.96,0.74,2.46,1.69,49.2,5,47.8,67.8,2.36,2.77,Medium,0,46.0,1,222,6,0.4,0.38,0,1,0,-0.22,Slight Inflation,9.66,0.958,1.321,Stretched,7+yr,0,0.638,-0.22,0.5,0.358,Development Needed,0.16,Coachable (High Eng + Low Perf),2024-10
EMP00286,HR,Compensation Analyst,IC1,MGR0053,On-Site,33,Male,High School,0.7,0.4,2.9,2.86,1,3.91,2.86,3.78,3.44,1.05,2.55,2.16,71.6,6,65.6,67.6,3.43,3.04,Low,13,15.9,2,184,4,1.5,0.47,0,0,0,0.14,Significant Inflation,11.9,0.572,1.15,Optimal,0-1yr,0,0.25,0.0108,-0.89,0.414,Development Needed,0.336,Star (High Eng + High Perf),2024-10
EMP00287,Engineering,DevOps Engineer,Director,MGR0014,On-Site,33,Female,Bachelor's,1.6,1.2,3.4,4.06,0,3.19,3.42,3.58,3.4,-0.23,3.29,2.76,85.9,8,77.7,84.0,2.07,3.86,Low,26,43.7,5,200,12,5.4,0.86,0,0,0,-0.56,Aligned,10.56,0.196,0.952,Optimal,1-3yr,0,0.12,-0.0215,-0.11,0.5,Development Needed,0.512,Star (High Eng + High Perf),2024-10
EMP00288,Marketing,Growth Manager,IC2,MGR0149,Hybrid,22,Female,Associate's,3.7,2.2,2.5,2.7,0,2.61,2.67,3.58,2.78,-0.06,1.86,2.14,54.6,5,54.6,59.3,1.34,3.69,Low,5,21.5,5,173,4,5.3,0.61,0,0,0,-0.2,Aligned,11.12,0.544,1.03,Optimal,3-7yr,0,0.146,-0.04,-0.92,0.373,Development Needed,0.22,Coachable (High Eng + Low Perf),2024-10
EMP00289,Engineering,Data Engineer,IC3,MGR0113,Remote,32,Male,Master's,9.4,3.2,2.0,2.17,0,2.1,2.55,3.58,2.25,-0.45,3.06,1.76,54.0,5,50.7,42.5,2.41,3.98,Medium,7,33.8,2,188,6,2.9,0.35,0,0,0,-0.17,Aligned,11.08,0.759,1.074,Optimal,7+yr,0,0.424,-0.0243,0.81,0.37,Development Needed,0.084,Needs Support (Low Eng + Low Perf),2024-10
EMP00290,Customer Success,CS Specialist,IC3,MGR0057,Hybrid,44,Male,Master's,1.2,1.0,3.6,4.06,0,3.29,3.87,3.58,3.81,-0.58,2.58,3.17,86.0,4,90.0,48.7,2.62,2.65,Medium,25,39.8,3,205,7,6.5,1.0,0,0,0,-0.56,UnderEstimates Self,21.12,0.29,1.171,Optimal,1-3yr,0,0.508,-0.0224,-1.23,0.513,Ready in 12 Months,0.272,Flight Risk (Low Eng + High Perf),2024-10
EMP00291,Engineering,Software Engineer,IC3,MGR0091,Hybrid,32,Non-Binary,Bachelor's,5.8,4.8,4.5,4.1,0,4.69,4.04,3.58,4.53,0.65,2.58,3.69,98.1,5,100.0,79.4,4.37,4.57,Low,43,16.9,1,178,6,10.7,1.33,1,0,1,0.4,Slight Inflation,20.0,0.558,1.017,Optimal,3-7yr,1,0.135,0.0093,-1.95,0.918,Ready Now,0.663,Star (High Eng + High Perf),2024-10
EMP00292,HR,Recruiter,IC2,MGR0046,Hybrid,32,Male,Bachelor's,5.0,2.5,4.1,4.25,0,3.99,3.71,3.58,3.72,0.28,3.48,2.82,76.6,4,71.7,84.4,3.87,2.95,Low,41,15.8,5,185,3,9.8,0.9,1,0,1,-0.25,Aligned,19.85,0.21,1.101,Optimal,3-7yr,0,0.207,-0.0061,-0.24,0.758,Ready Now,0.655,Star (High Eng + High Perf),2024-10
EMP00293,Engineering,Software Engineer,IC2,MGR0154,On-Site,43,Female,Master's,0.7,0.6,3.5,3.82,0,3.97,2.58,3.58,3.3,1.39,3.48,1.57,93.7,4,91.9,68.1,4.62,3.67,Low,39,16.5,4,166,6,4.5,0.65,0,0,0,-0.32,Significant Inflation,23.12,0.717,0.988,Optimal,0-1yr,0,0.12,-0.0082,0.18,0.493,Development Needed,0.392,Star (High Eng + High Perf),2024-10
EMP00294,Sales,Account Executive,IC3,MGR0091,Remote,32,Male,Master's,2.6,2.0,3.5,3.71,0,4.0,3.47,3.58,3.59,0.53,2.71,2.99,88.5,5,76.4,67.9,3.98,3.36,Low,38,22.1,5,185,7,7.4,0.6,0,0,0,-0.21,Slight Inflation,17.24,0.28,1.057,Optimal,1-3yr,0,0.169,-0.0055,-0.88,0.537,Ready in 12 Months,0.4,Star (High Eng + High Perf),2024-10
EMP00295,Sales,Sales Manager,M1,MGR0152,Remote,45,Male,Bachelor's,2.6,1.4,3.5,3.69,0,3.86,3.22,2.57,3.59,0.64,2.9,2.16,80.6,6,71.9,66.6,3.2,2.62,Low,29,20.2,0,178,6,4.3,0.77,0,0,0,-0.19,Slight Inflation,13.37,0.645,0.962,Optimal,1-3yr,0,0.12,-0.0066,-0.69,0.518,Ready in 12 Months,0.376,Star (High Eng + High Perf),2024-10
EMP00296,Finance,Finance Manager,M2,MGR0133,Remote,24,Male,Master's,1.5,0.7,3.1,2.17,0,3.38,2.89,3.49,3.25,0.49,2.4,2.02,89.8,8,92.4,60.9,3.59,2.94,Medium,29,41.7,0,196,7,8.8,0.77,0,0,0,0.83,Aligned,11.1,0.319,1.005,Optimal,1-3yr,0,0.364,0.0286,-0.85,0.458,Development Needed,0.284,Star (High Eng + High Perf),2024-10
EMP00297,Operations,Ops Manager,IC1,MGR0170,On-Site,40,Male,Bachelor's,6.1,5.4,4.1,3.62,1,4.9,3.61,3.49,4.27,1.29,3.42,2.81,81.7,2,73.0,62.5,3.37,3.67,Low,53,13.6,5,189,3,8.8,0.92,0,0,1,0.38,Significant Inflation,40.6,0.782,1.181,Optimal,3-7yr,0,0.277,0.0072,-0.85,0.683,Ready in 6 Months,0.462,Star (High Eng + High Perf),2024-10
EMP00298,Product,Product Analyst,IC1,MGR0102,Hybrid,48,Female,High School,10.4,7.6,1.7,1.72,0,2.61,1.11,3.49,1.99,1.5,1.4,1.08,53.7,4,57.8,34.8,1.4,3.64,Medium,0,13.5,2,170,2,0.0,0.13,0,0,0,-0.22,Significant Inflation,13.95,1.203,1.062,Optimal,7+yr,0,0.414,-0.22,-0.59,0.339,Not Yet Ready,0.035,Needs Support (Low Eng + Low Perf),2024-10
EMP00299,Marketing,Content Strategist,M2,MGR0106,Hybrid,43,Female,Associate's,5.0,2.6,3.1,3.93,0,3.54,2.36,2.36,2.75,1.18,2.75,2.03,68.9,7,66.1,72.8,3.63,3.48,Low,26,21.3,1,181,9,3.1,0.78,0,0,0,-0.93,Significant Inflation,9.93,0.681,0.928,Optimal,3-7yr,0,0.12,-0.0358,0.0,0.464,Development Needed,0.338,Star (High Eng + High Perf),2024-10
EMP00300,Customer Success,Onboarding Manager,IC3,MGR0171,Remote,22,Male,Bachelor's,14.4,9.9,2.9,3.32,0,3.1,2.79,2.36,2.82,0.31,2.43,2.14,69.1,6,67.0,46.0,3.34,4.13,Medium,25,20.6,1,162,4,5.9,0.86,0,0,0,-0.32,Aligned,11.52,0.372,0.926,Optimal,7+yr,0,0.36,-0.0128,-0.39,0.522,Ready in 12 Months,0.192,Flight Risk (Low Eng + High Perf),2024-10
EMP00301,Engineering,ML Engineer,M2,MGR0128,Remote,29,Male,PhD,0.5,0.3,3.0,2.99,0,3.41,3.1,2.65,3.05,0.31,2.42,2.08,85.0,8,77.8,56.8,2.54,4.22,Medium,13,20.4,2,194,10,3.1,0.71,0,0,0,0.01,Aligned,10.62,0.382,0.995,Optimal,0-1yr,0,0.36,0.0008,-0.63,0.42,Development Needed,0.264,Star (High Eng + High Perf),2024-10
EMP00302,Engineering,Data Engineer,IC1,MGR0032,Remote,33,Male,Associate's,0.5,0.3,2.5,2.85,0,2.81,2.16,2.65,2.74,0.65,1.0,2.53,68.8,3,67.6,46.4,3.86,3.05,Medium,11,21.1,2,172,5,5.4,0.34,0,0,0,-0.35,Slight Inflation,22.83,0.339,1.075,Optimal,0-1yr,0,0.425,-0.0318,-1.74,0.331,Not Yet Ready,0.147,Needs Support (Low Eng + Low Perf),2024-10
EMP00303,HR,Compensation Analyst,IC3,MGR0006,Hybrid,43,Male,Bachelor's,9.0,6.2,3.4,3.49,0,4.07,3.63,2.65,3.98,0.44,3.02,2.96,92.0,5,84.0,48.6,2.78,2.57,Medium,29,18.3,2,163,4,7.2,0.99,0,0,0,0.01,Aligned,18.02,0.727,0.931,Optimal,7+yr,0,0.36,0.0003,-0.96,0.664,Ready in 6 Months,0.278,Flight Risk (Low Eng + High Perf),2024-10
EMP00304,Operations,Ops Manager,IC3,MGR0074,Remote,24,Female,Master's,9.1,5.7,2.3,2.1,0,2.45,2.16,2.65,2.2,0.29,2.53,1.97,43.8,6,38.7,40.1,3.87,2.28,Medium,0,37.7,6,207,4,4.1,0.15,0,0,0,0.4,Aligned,7.22,0.246,1.183,Optimal,7+yr,0,0.518,0.4,0.33,0.396,Development Needed,0.122,Needs Support (Low Eng + Low Perf),2024-10
EMP00305,Sales,Sales Development Rep,IC3,MGR0195,Remote,26,Male,Bachelor's,0.5,0.3,2.4,2.26,0,3.1,2.4,2.65,2.75,0.7,2.53,2.07,73.3,5,66.0,39.1,2.66,3.57,Medium,9,17.6,0,189,8,4.1,0.48,0,0,0,0.24,Slight Inflation,14.9,0.355,1.08,Optimal,0-1yr,0,0.429,0.0267,-0.22,0.344,Not Yet Ready,0.123,Needs Support (Low Eng + Low Perf),2024-10
EMP00306,Marketing,Marketing Analyst,IC2,MGR0135,On-Site,22,Male,Master's,1.8,1.5,2.5,2.68,1,2.83,2.87,2.65,2.86,-0.04,1.2,2.75,53.8,4,59.4,36.4,1.51,4.33,Medium,0,14.7,3,181,6,4.2,0.15,0,0,0,-0.18,Aligned,13.5,0.117,1.077,Optimal,1-3yr,0,0.427,-0.18,-1.66,0.337,Not Yet Ready,0.104,Needs Support (Low Eng + Low Perf),2024-10
EMP00307,Finance,FP&A Analyst,IC1,MGR0029,Hybrid,28,Male,Bachelor's,7.2,6.5,3.5,3.26,0,3.77,3.23,2.65,3.51,0.54,2.3,2.27,80.1,3,74.8,66.6,4.75,3.38,Low,48,16.1,0,159,2,10.0,0.73,0,0,0,0.24,Slight Inflation,26.63,0.56,0.994,Optimal,7+yr,0,0.12,0.005,-1.21,0.618,Ready in 12 Months,0.406,Star (High Eng + High Perf),2024-10
EMP00308,Sales,Sales Development Rep,IC3,MGR0034,Hybrid,24,Male,Bachelor's,0.6,0.4,3.0,2.81,0,3.28,2.98,2.65,3.41,0.3,2.16,2.49,68.3,7,71.6,73.1,3.73,3.07,Low,1,18.3,4,182,7,4.2,0.67,0,0,0,0.19,Aligned,9.73,0.315,1.04,Optimal,0-1yr,0,0.155,0.19,-1.25,0.403,Development Needed,0.329,Star (High Eng + High Perf),2024-10
EMP00309,Customer Success,CS Specialist,IC2,MGR0007,Remote,47,Male,Bachelor's,1.2,1.0,2.6,2.62,0,3.34,2.49,2.65,2.44,0.85,1.72,1.9,65.5,7,63.7,38.9,3.45,4.02,Medium,8,30.3,2,162,5,6.7,0.35,0,0,0,-0.12,Slight Inflation,9.73,0.452,0.964,Optimal,1-3yr,0,0.36,-0.015,-0.72,0.333,Not Yet Ready,0.124,Needs Support (Low Eng + Low Perf),2024-10
EMP00310,Operations,Ops Manager,IC2,MGR0081,Hybrid,29,Male,Bachelor's,4.6,3.7,2.0,2.39,1,3.39,2.0,2.65,2.2,1.39,1.72,1.9,67.3,4,69.9,46.3,1.0,2.53,Medium,0,19.9,2,168,3,5.8,0.49,0,1,0,-0.39,Significant Inflation,17.38,0.695,1.0,Optimal,3-7yr,0,0.36,-0.39,-0.48,0.367,Development Needed,0.099,Needs Support (Low Eng + Low Perf),2024-10
EMP00311,Customer Success,CS Specialist,Director,MGR0077,Hybrid,40,Female,PhD,16.0,7.6,2.5,2.37,0,2.85,2.59,2.64,2.69,0.26,1.7,2.46,77.3,8,81.6,55.0,1.52,3.12,Medium,38,27.2,2,184,12,1.5,0.45,0,0,0,0.13,Aligned,9.62,0.138,0.876,Under-Utilized,7+yr,0,0.36,0.0034,-0.99,0.496,Development Needed,0.177,Needs Support (Low Eng + Low Perf),2024-10
EMP00312,Product,Product Manager,IC2,MGR0058,Remote,35,Female,Bachelor's,6.4,5.5,4.5,4.26,0,4.51,4.49,2.64,4.35,0.02,3.25,3.31,96.3,3,100.0,76.6,4.53,2.36,Low,60,26.0,6,197,4,9.6,1.2,0,0,1,0.24,Aligned,33.1,1.074,1.173,Optimal,3-7yr,0,0.27,0.004,-1.1,0.769,Ready Now,0.649,Star (High Eng + High Perf),2024-10
EMP00313,Finance,Financial Analyst,M1,MGR0085,Remote,35,Female,Bachelor's,6.0,2.1,2.4,3.12,0,2.8,2.04,2.99,2.61,0.76,2.07,1.78,56.9,8,49.1,47.3,3.13,3.73,Medium,20,26.5,1,189,8,1.6,0.09,0,0,0,-0.62,Slight Inflation,7.08,0.503,1.022,Optimal,3-7yr,0,0.379,-0.031,-0.54,0.401,Development Needed,0.137,Needs Support (Low Eng + Low Perf),2024-10
EMP00314,Product,Product Analyst,IC1,MGR0159,On-Site,30,Male,Associate's,1.7,0.8,4.1,3.49,0,4.42,3.76,2.99,3.85,0.66,3.66,3.51,77.0,4,71.6,70.0,2.34,2.3,Low,27,12.1,3,185,5,6.5,0.75,1,0,1,0.51,Slight Inflation,19.92,0.716,1.156,Optimal,1-3yr,0,0.255,0.0189,-0.19,0.697,Ready in 6 Months,0.496,Star (High Eng + High Perf),2024-10
EMP00315,HR,Compensation Analyst,IC3,MGR0073,On-Site,41,Male,Master's,4.3,2.9,4.0,3.87,0,4.36,4.1,2.99,4.28,0.26,3.3,3.78,77.0,7,86.4,53.2,3.55,3.99,Medium,40,25.3,3,179,4,8.8,0.32,1,0,1,0.13,Aligned,11.56,0.728,1.023,Optimal,3-7yr,0,0.38,0.0032,-0.98,0.783,Ready Now,0.324,Flight Risk (Low Eng + High Perf),2024-10
EMP00316,Customer Success,CS Manager,Director,MGR0045,Remote,36,Female,Master's,0.5,0.3,2.6,2.33,0,2.87,2.65,2.57,2.7,0.22,2.13,1.84,62.5,8,60.3,31.8,2.52,2.88,Medium,2,32.0,1,180,12,2.1,0.3,0,0,0,0.17,Aligned,7.79,0.155,0.857,Under-Utilized,0-1yr,0,0.36,0.085,-0.57,0.315,Not Yet Ready,0.076,Needs Support (Low Eng + Low Perf),2024-10
EMP00317,HR,Compensation Analyst,IC1,MGR0047,Hybrid,35,Female,Associate's,19.4,10.0,4.5,4.29,0,4.73,4.14,2.57,4.62,0.59,3.94,3.6,84.3,4,82.6,64.0,2.89,4.76,Medium,46,13.5,3,173,3,10.7,1.09,1,0,1,0.21,Slight Inflation,20.68,1.116,1.081,Optimal,7+yr,1,0.43,0.0046,-0.68,0.905,Ready Now,0.519,Star (High Eng + High Perf),2024-10
EMP00318,Engineering,Data Engineer,IC1,MGR0077,On-Site,30,Non-Binary,Associate's,2.6,2.0,3.5,3.38,0,4.34,3.74,2.57,3.76,0.6,1.95,3.17,83.3,2,72.2,53.9,2.93,1.41,Medium,31,21.9,3,178,4,6.4,0.81,0,0,0,0.12,Slight Inflation,42.2,0.9,1.112,Optimal,1-3yr,0,0.457,0.0039,-1.81,0.542,Ready in 12 Months,0.31,Star (High Eng + High Perf),2024-10
EMP00319,Product,Product Manager,IC2,MGR0200,Remote,31,Male,Bachelor's,4.1,1.7,2.4,2.05,0,2.69,2.23,2.57,2.74,0.46,1.61,1.43,65.0,6,64.3,45.2,4.05,3.42,Medium,14,54.7,2,216,3,1.5,0.52,0,0,0,0.45,Aligned,11.03,0.239,1.286,Stretched,3-7yr,0,0.608,0.0321,-1.13,0.395,Development Needed,0.143,Needs Support (Low Eng + Low Perf),2024-10
EMP00320,Operations,Ops Manager,IC1,MGR0073,Hybrid,39,Male,Master's,8.4,7.5,1.0,1.2,0,1.62,1.02,2.57,1.36,0.6,1.0,1.0,51.2,3,50.3,24.6,1.46,3.51,Medium,0,14.8,3,181,4,0.0,0.0,0,1,0,-0.2,Slight Inflation,17.5,0.782,1.131,Optimal,7+yr,0,0.473,-0.2,-0.36,0.262,Not Yet Ready,0.0,Needs Support (Low Eng + Low Perf),2024-10
EMP00321,Customer Success,CS Specialist,IC3,MGR0168,On-Site,36,Female,High School,0.5,0.3,3.4,3.56,1,3.2,3.47,2.57,3.27,-0.27,3.54,2.78,87.1,5,89.4,57.7,1.9,2.84,Medium,29,16.3,3,187,4,3.1,0.86,0,0,0,-0.06,Aligned,17.5,0.462,1.069,Optimal,0-1yr,0,0.42,-0.0021,0.27,0.474,Development Needed,0.33,Star (High Eng + High Perf),2024-10
EMP00322,Marketing,Growth Manager,M2,MGR0116,On-Site,35,Female,Bachelor's,14.9,10.0,2.4,2.62,0,2.57,2.08,2.16,2.27,0.49,2.36,2.03,84.7,8,77.0,59.7,2.65,4.86,Medium,22,35.2,5,197,9,7.1,0.65,0,0,0,-0.12,Aligned,10.48,0.263,1.01,Optimal,7+yr,0,0.369,-0.0055,0.09,0.49,Development Needed,0.2,Coachable (High Eng + Low Perf),2024-10
EMP00323,Finance,Accountant,IC2,MGR0030,Hybrid,28,Female,Bachelor's,1.8,1.0,2.1,2.28,0,2.42,1.8,2.16,2.27,0.62,1.49,2.31,29.6,2,32.0,49.3,1.0,4.45,Medium,1,15.8,0,178,5,0.3,0.19,0,0,0,-0.28,Slight Inflation,15.45,0.311,1.06,Optimal,1-3yr,0,0.412,-0.28,-0.78,0.213,Not Yet Ready,0.114,Needs Support (Low Eng + Low Perf),2024-10
EMP00324,Sales,Account Executive,IC2,MGR0190,Remote,50,Female,Bachelor's,1.7,1.1,1.0,1.05,0,1.29,1.8,2.16,1.14,0.29,1.52,1.0,50.7,6,50.3,35.4,2.29,3.71,Medium,16,26.1,2,183,3,0.3,0.39,0,1,0,-0.05,Aligned,8.23,0.437,1.089,Optimal,1-3yr,0,0.437,-0.0031,0.38,0.122,Not Yet Ready,0.0,Needs Support (Low Eng + Low Perf),2024-10
EMP00325,Operations,Ops Manager,IC2,MGR0071,Remote,31,Female,Bachelor's,0.6,0.3,3.9,3.74,1,4.79,3.76,2.16,4.19,1.03,2.71,3.06,79.5,5,75.2,67.2,2.29,2.82,Medium,22,18.2,0,181,5,5.1,0.98,0,0,1,0.26,Significant Inflation,15.38,1.325,1.077,Optimal,0-1yr,0,0.427,0.0118,-1.48,0.536,Ready in 12 Months,0.468,Star (High Eng + High Perf),2024-10
EMP00326,Operations,Ops Manager,IC3,MGR0145,On-Site,34,Male,Master's,7.8,5.5,1.0,1.23,0,1.41,1.33,2.16,1.53,0.08,1.0,1.0,42.0,6,40.5,41.0,1.26,2.85,Medium,0,34.7,0,214,5,0.0,0.0,0,1,0,-0.23,Aligned,7.15,0.458,1.223,Stretched,7+yr,0,0.553,-0.23,-0.53,0.25,Not Yet Ready,0.0,Needs Support (Low Eng + Low Perf),2024-10
EMP00327,HR,Recruiter,IC1,MGR0103,On-Site,33,Female,Master's,8.2,3.4,2.5,2.38,0,3.33,1.73,2.16,2.66,1.6,2.4,1.86,70.7,4,66.1,45.8,3.33,2.46,Medium,16,34.8,1,191,2,5.4,0.71,0,0,0,0.12,Significant Inflation,17.85,0.828,1.194,Optimal,7+yr,0,0.528,0.0075,-0.26,0.465,Development Needed,0.132,Needs Support (Low Eng + Low Perf),2024-10
EMP00328,Product,Product Analyst,IC3,MGR0133,Hybrid,50,Non-Binary,High School,0.5,0.3,3.1,2.78,0,3.49,2.6,2.16,2.93,0.89,2.11,2.18,77.4,7,75.7,47.1,1.86,3.6,Medium,6,20.0,1,179,6,5.0,0.71,0,0,0,0.22,Slight Inflation,11.0,0.678,1.023,Optimal,0-1yr,0,0.38,0.0367,-0.82,0.396,Development Needed,0.202,Flight Risk (Low Eng + High Perf),2024-10
EMP00329,Customer Success,CS Specialist,IC3,MGR0104,On-Site,32,Female,Master's,0.5,0.2,4.0,4.48,0,3.97,2.6,2.16,3.84,0.23,2.86,3.12,75.0,5,73.7,45.1,2.53,1.82,High,22,47.7,5,219,5,7.7,0.61,0,0,1,-0.48,Aligned,14.82,0.944,1.251,Stretched,0-1yr,0,0.817,-0.0218,-0.98,0.509,Ready in 12 Months,0.314,Flight Risk (Low Eng + High Perf),2024-10
EMP00330,Customer Success,CS Specialist,IC3,MGR0122,Hybrid,31,Male,Bachelor's,10.0,6.6,2.5,2.74,0,2.72,1.65,2.16,2.38,1.07,2.08,1.36,68.0,6,66.6,53.2,3.93,3.28,Low,19,16.2,3,196,9,2.5,0.74,0,0,0,-0.24,Significant Inflation,11.53,0.535,1.12,Optimal,7+yr,0,0.224,-0.0126,-0.3,0.463,Development Needed,0.185,Coachable (High Eng + Low Perf),2024-10
EMP00331,Engineering,Data Engineer,IC1,MGR0129,Hybrid,35,Male,Bachelor's,0.5,0.4,3.1,3.31,0,3.25,2.2,2.16,2.87,1.05,2.37,1.51,68.1,6,65.2,75.2,3.25,3.31,Low,16,18.7,3,169,3,2.8,0.67,0,0,0,-0.31,Significant Inflation,11.68,0.618,1.056,Optimal,0-1yr,0,0.168,-0.0194,-0.5,0.379,Development Needed,0.371,Star (High Eng + High Perf),2024-10
EMP00332,Engineering,Data Engineer,IC3,MGR0031,On-Site,29,Female,High School,3.9,1.3,2.4,3.1,0,3.31,3.12,2.16,3.11,0.19,2.42,2.77,61.3,7,66.3,38.2,2.82,2.33,Medium,15,26.7,2,177,6,2.2,0.24,0,0,0,-0.6,Aligned,8.84,0.616,1.011,Optimal,3-7yr,0,0.37,-0.04,-0.69,0.397,Development Needed,0.122,Needs Support (Low Eng + Low Perf),2024-10
EMP00333,Finance,Financial Analyst,IC1,MGR0163,Hybrid,35,Male,Bachelor's,3.9,2.7,2.5,2.36,1,2.7,2.61,2.16,2.75,0.09,1.74,2.77,50.8,6,46.9,70.2,3.42,3.59,Medium,32,16.5,2,167,4,4.9,0.52,0,0,0,0.14,Aligned,8.42,0.289,1.044,Optimal,3-7yr,0,0.398,0.0044,-1.01,0.368,Development Needed,0.24,Coachable (High Eng + Low Perf),2024-10
EMP00334,HR,Recruiter,IC1,MGR0109,Hybrid,53,Female,Bachelor's,8.2,6.3,3.6,2.91,0,3.75,3.75,2.16,3.92,0.0,1.71,3.38,73.6,3,75.4,73.1,3.26,2.88,Medium,44,20.6,0,161,2,7.9,0.59,0,0,0,0.59,Aligned,24.67,0.918,1.006,Optimal,7+yr,0,0.365,0.0134,-2.21,0.626,Ready in 12 Months,0.423,Star (High Eng + High Perf),2024-10
EMP00335,Operations,Ops Manager,M2,MGR0072,Remote,37,Male,Associate's,3.4,1.5,3.6,3.74,0,3.64,3.52,3.38,3.92,0.12,3.13,3.13,60.5,8,64.8,57.9,3.76,3.22,Medium,6,22.9,6,184,9,4.2,0.49,0,0,0,-0.24,Aligned,7.52,0.13,0.944,Optimal,3-7yr,0,0.36,-0.04,-0.79,0.503,Ready in 12 Months,0.33,Star (High Eng + High Perf),2024-10
EMP00336,Customer Success,CS Manager,IC3,MGR0158,Hybrid,37,Male,Master's,2.3,1.1,3.5,2.99,0,3.85,3.6,3.38,4.03,0.25,2.85,2.59,85.9,7,87.6,56.7,3.61,3.13,Medium,34,16.6,0,194,6,7.5,0.59,0,0,0,0.51,Aligned,12.37,0.235,1.109,Optimal,1-3yr,0,0.454,0.015,-1.18,0.546,Ready in 12 Months,0.317,Star (High Eng + High Perf),2024-10
EMP00337,Marketing,Growth Manager,IC1,MGR0127,Hybrid,29,Female,Bachelor's,14.7,6.2,2.1,1.39,0,2.56,1.79,3.38,2.28,0.77,1.59,1.37,60.7,3,55.5,35.7,1.8,2.78,Medium,10,26.4,1,196,6,3.6,0.17,0,1,0,0.61,Slight Inflation,19.67,0.795,1.225,Stretched,7+yr,0,0.555,0.061,-0.69,0.398,Development Needed,0.08,Needs Support (Low Eng + Low Perf),2024-10
EMP00338,HR,Compensation Analyst,IC1,MGR0085,Remote,48,Male,Associate's,1.0,0.5,2.5,2.65,0,3.08,2.77,3.38,2.84,0.31,1.47,2.35,60.9,4,57.5,64.4,2.99,2.97,Medium,6,14.8,2,174,3,0.8,0.52,0,0,0,-0.15,Aligned,15.55,0.305,1.088,Optimal,0-1yr,0,0.436,-0.025,-1.37,0.331,Not Yet Ready,0.229,Coachable (High Eng + Low Perf),2024-10
EMP00339,Finance,Financial Analyst,IC1,MGR0015,On-Site,50,Male,High School,1.2,0.4,2.6,2.37,0,2.67,2.9,3.38,2.69,-0.23,1.0,2.13,61.8,3,64.1,43.6,1.63,3.64,Medium,9,13.7,1,186,5,0.0,0.4,0,0,0,0.13,Aligned,20.07,0.362,1.162,Optimal,1-3yr,0,0.5,0.0144,-1.69,0.321,Not Yet Ready,0.128,Needs Support (Low Eng + Low Perf),2024-10
EMP00340,Finance,Accountant,IC2,MGR0056,Hybrid,41,Male,Bachelor's,0.5,0.3,2.9,3.35,0,2.5,2.66,3.38,2.8,-0.16,2.28,1.79,67.6,5,64.6,56.7,1.0,4.09,Low,15,15.8,0,195,6,2.8,0.53,0,0,0,-0.35,Aligned,13.28,0.469,1.161,Optimal,0-1yr,0,0.259,-0.0233,-0.52,0.366,Development Needed,0.256,Star (High Eng + High Perf),2024-10
